# Tiley et al. 2019, MNRAS 482, 2166 (doi:10.1093/mnras/sty2794; arXiv:1810.07202v1) Table A1
# KROSS-SAMI: "The derived properties used to construct the KROSS, original SAMI, and matched SAMI TFRs
# for the rot-dom and disky sub-samples". 754 rows = KROSS 259 (z~0.9) + SAMI_matched 186 + SAMI_original 309
# (SAMI rows are the z~0 baseline, 0.004<z<0.095, NOT high-z). NOTE: this is NOT arXiv:1811.05982 (see notes).
# SOURCE: CDS/VizieR J/MNRAS/482/2166 tablea1.dat (Records=754), sha256 fb56ada2ca9aa1f0cd23dc30bf2d2231076e95f0ddfde095b1f760ee7e80d044.
#   The Durham release URL named in the paper (astro.dur.ac.uk/KROSS/data.html) returned HTTP 404 on 2026-09-16.
# CONVENTIONS (paper Sec. 1 end): "A Nine-Year Wilkinson Microwave Anisotropy Probe (WMAP9; Hinshaw+2013)
#   cosmology is used throughout this work. All magnitudes are quoted in the Vega system. All stellar masses
#   assume a Chabrier initial mass function." The numerical WMAP9 parameter set is NOT quoted in the paper.
#   logMstar_SED: LePhare SED fit (BC03), per ReadMe; e_logMstar is a uniform 0.2. M* scales as D_L^2.
# VELOCITY: logv22 = log10 of Harrison+2017 v_2.2 (1.3 r_e ~ 2.2 disc scale lengths), corrected for
#   inclination and beam smearing only (paper Sec. 3.4: v2.2 = eps_R,PSF v2.2,obs / sin i). NOT pressure-corrected.
#   disky_flag: 0 = rot-dom only (v2.2/sigma + err > 1); 1 = also disky (> 3 and R^2 > 80%).
#   rot-dom cuts (paper Table 1): dv/v <= 0.3, r_Halpha,max >= 1.3 r_e, 45 < i < 85 deg.
# H17_* COLUMNS ARE A JOIN, not Tiley data: KROSS id == Harrison+2017 KID, verified C4 (all 259 IDs present,
#   logv22 == log10(H17 V22_kms) to <1e-6). H17_R12_kpc is the half-light radius at H0=70 (D_A scaling);
#   Tiley's WMAP9 masses and Harrison's H0=70 radii therefore mix two cosmologies at the few-% level.
# PUBLISHED FITS (Tables 4-5): see HighZ_TF_published_fits.csv.
# Built by scripts/highz_tf_samples_build.py on 2026-09-16.
survey,id,disky_flag,logv22_kms,e_logv22,logMstar_SED,e_logMstar,MK_vega,e_MK,H17_z,H17_R12_kpc,H17_e_R12_kpc,H17_R_flag,H17_theta_im_deg,H17_sigma0_kms,H17_e_sigma0_kms,H17_VC_kms,H17_quality_flag,H17_KIN_TYPE,H17_AGN_flag,H17_IRR_flag
SAMI_original,47342,1,2.06643860669673,0.006718199137442204,9.6047,0.2,-22.669,0.035,,,,,,,,,,,,
SAMI_original,47500,0,1.831420933577931,0.0215869814844379,9.082,0.2,-21.771,0.008,,,,,,,,,,,,
SAMI_original,47535,0,1.678375022155491,0.01420104076483173,7.81175,0.2,-19.423,0.107,,,,,,,,,,,,
SAMI_original,49857,0,1.688553058423692,0.004427837614991498,9.02951,0.2,-21.594,0.111,,,,,,,,,,,,
SAMI_original,53809,0,1.833250441964673,0.007146506390334174,8.7943,0.2,-20.622,0.028,,,,,,,,,,,,
SAMI_original,55537,1,2.284279523304411,0.00514255037365036,10.432,0.2,-23.943,0.063,,,,,,,,,,,,
SAMI_original,56061,0,1.75519372407755,0.01404458560685187,9.01459,0.2,-20.583,0.061,,,,,,,,,,,,
SAMI_original,56064,1,2.13853974378506,0.008007639114375242,10.5538,0.2,-23.579,0.024,,,,,,,,,,,,
SAMI_original,56140,1,2.570214637390308,0.01125986190828851,11.3705,0.2,-25.842,0.006,,,,,,,,,,,,
SAMI_original,64087,0,2.130409922317301,0.01216391671352068,10.1328,0.2,-23.638,0.032,,,,,,,,,,,,
SAMI_original,65278,1,1.797290743198031,0.008605634460478904,8.72878,0.2,-20.723,0.087,,,,,,,,,,,,
SAMI_original,65410,0,2.06378175152311,0.00872819294476818,10.0867,0.2,-22.753,0.012,,,,,,,,,,,,
SAMI_original,69653,0,1.708437256737301,0.01973617880018659,7.77114,0.2,-19.484,0.15,,,,,,,,,,,,
SAMI_original,77754,1,2.222517041042489,0.009480245146836137,10.1875,0.2,-24.215,0.009,,,,,,,,,,,,
SAMI_original,78531,0,2.472601260110107,0.008571390913913906,10.3523,0.2,-24.527,0.016,,,,,,,,,,,,
SAMI_original,79693,1,2.091457785062894,0.01253181873159175,9.89249,0.2,-22.583,0.205,,,,,,,,,,,,
SAMI_original,79710,0,1.648033495853354,0.01678583554004913,8.63212,0.2,-19.503,0.624,,,,,,,,,,,,
SAMI_original,79771,1,1.912933635105108,0.0106836641610301,8.65976,0.2,-20.528,0.18,,,,,,,,,,,,
SAMI_original,79850,1,2.019052766591145,0.01117963921698413,9.55094,0.2,-22.16,0.108,,,,,,,,,,,,
SAMI_original,84048,0,1.678197459342294,0.02693819041910171,8.36393,0.2,-19.41,0.048,,,,,,,,,,,,
SAMI_original,84677,1,2.279417153005424,0.007222543263845672,10.4189,0.2,-24.259,0.014,,,,,,,,,,,,
SAMI_original,84680,0,2.335776462313869,0.06682019007619064,10.6427,0.2,-23.589,0.019,,,,,,,,,,,,
SAMI_original,85416,1,2.284766523460914,0.008596877581217919,9.77725,0.2,-22.862,0.012,,,,,,,,,,,,
SAMI_original,85479,1,1.913436770992042,0.009590129938427408,9.2241,0.2,-20.941,0.057,,,,,,,,,,,,
SAMI_original,85481,1,1.861312791919547,0.009554265163927204,8.81974,0.2,-20.079,0.08,,,,,,,,,,,,
SAMI_original,85505,1,2.473418398827658,0.004625179959891106,11.2564,0.2,-25.257,0.015,,,,,,,,,,,,
SAMI_original,85507,0,1.77432365294113,0.03015828637599889,8.63326,0.2,-20.055,0.046,,,,,,,,,,,,
SAMI_original,91926,0,2.137675676176577,0.01243465120838628,9.78292,0.2,-22.668,0.016,,,,,,,,,,,,
SAMI_original,91959,1,2.110687107649494,0.018269197497835,10.1001,0.2,-22.691,0.459,,,,,,,,,,,,
SAMI_original,91996,1,2.241159708409197,0.01674786199870776,10.6034,0.2,-23.536,0.007,,,,,,,,,,,,
SAMI_original,92770,1,2.146134583811254,0.006922667757196828,10.0521,0.2,-22.172,0.011,,,,,,,,,,,,
SAMI_original,93062,1,2.147047681807177,0.009369978608220045,9.87348,0.2,-23.236,0.004,,,,,,,,,,,,
SAMI_original,93167,0,1.658938372683539,0.01181378600143926,8.6124,0.2,-20.488,0.172,,,,,,,,,,,,
SAMI_original,98652,0,1.49668913203987,0.01625147333786286,8.20684,0.2,-19.341,0.113,,,,,,,,,,,,
SAMI_original,99259,1,1.888082168635707,0.007650335174041258,9.01076,0.2,-19.906,0.1,,,,,,,,,,,,
SAMI_original,99393,1,1.98653821600145,0.01685268174795526,9.47847,0.2,-21.744,0.024,,,,,,,,,,,,
SAMI_original,99410,1,1.840719212555268,0.01179142528082731,8.08716,0.2,-18.875,1.0,,,,,,,,,,,,
SAMI_original,99430,0,1.836226718469016,0.007148603171714391,9.31444,0.2,-20.544,0.04,,,,,,,,,,,,
SAMI_original,100162,1,1.834296192432351,0.01541039290898355,8.9072,0.2,-20.85,0.031,,,,,,,,,,,,
SAMI_original,105962,0,1.823406394012236,0.01071191940600055,8.59435,0.2,-20.344,0.034,,,,,,,,,,,,
SAMI_original,106047,1,2.126062979873782,0.005502822753993539,10.2581,0.2,-23.037,0.01,,,,,,,,,,,,
SAMI_original,106049,0,1.777968134422734,0.01179346727149832,8.48017,0.2,-19.778,0.054,,,,,,,,,,,,
SAMI_original,106065,0,1.683723963736044,0.01205767934296371,7.94821,0.2,-18.931,0.102,,,,,,,,,,,,
SAMI_original,106331,1,1.960735348337183,0.02484423714019918,9.37907,0.2,-22.26,0.09,,,,,,,,,,,,
SAMI_original,106507,1,2.160343533487034,0.04890090140160138,9.99944,0.2,-23.489,0.011,,,,,,,,,,,,
SAMI_original,106616,0,1.834084187214815,0.04082517420359089,9.23595,0.2,-22.165,0.01,,,,,,,,,,,,
SAMI_original,106634,1,2.12787849814151,0.00881386090769499,9.94701,0.2,-23.142,0.01,,,,,,,,,,,,
SAMI_original,106717,1,2.239775545294564,0.00786246636594923,9.78592,0.2,-23.485,0.018,,,,,,,,,,,,
SAMI_original,136672,0,1.850974531468803,0.01211712527678275,9.04563,0.2,-20.629,0.061,,,,,,,,,,,,
SAMI_original,136856,0,1.720026075648647,0.07590125470868661,8.63596,0.2,-19.809,0.05,,,,,,,,,,,,
SAMI_original,136917,0,1.43385484451955,0.02683271046307713,8.82662,0.2,-20.559,0.031,,,,,,,,,,,,
SAMI_original,136980,0,1.569696518948818,0.01403603144594257,8.61724,0.2,-19.336,0.064,,,,,,,,,,,,
SAMI_original,137789,0,1.687942537868734,0.01258391947151519,8.49625,0.2,-18.764,0.087,,,,,,,,,,,,
SAMI_original,137847,0,1.577402944158026,0.01403167917328878,8.54631,0.2,-20.268,0.195,,,,,,,,,,,,
SAMI_original,138066,0,1.803917993126054,0.03344125484746777,9.04255,0.2,-20.769,0.049,,,,,,,,,,,,
SAMI_original,138094,0,1.710514306024309,0.01734863994118665,8.45716,0.2,-19.219,0.172,,,,,,,,,,,,
SAMI_original,143499,0,1.616874075720534,0.02391326058936931,8.40771,0.2,-19.656,0.097,,,,,,,,,,,,
SAMI_original,143746,1,2.251794768297381,0.006232703445110096,10.5807,0.2,-24.186,0.01,,,,,,,,,,,,
SAMI_original,143814,0,1.743998544818409,0.009543844278828135,8.95805,0.2,-21.446,0.046,,,,,,,,,,,,
SAMI_original,144320,0,2.19400389268904,0.01297988360154807,10.09,0.2,-23.349,0.015,,,,,,,,,,,,
SAMI_original,144402,1,2.227084446746575,0.01115914585755254,10.0299,0.2,-23.71,0.011,,,,,,,,,,,,
SAMI_original,144480,0,1.417260345397535,0.02011752623817239,8.00919,0.2,-18.665,0.228,,,,,,,,,,,,
SAMI_original,177326,0,1.414847758593938,0.05278234535095486,8.3512,0.2,-18.264,0.14,,,,,,,,,,,,
SAMI_original,177481,0,1.673700010564114,0.01526850273434147,8.91989,0.2,-19.718,0.09,,,,,,,,,,,,
SAMI_original,177518,0,1.531064590471821,0.009428816220159621,6.89601,0.2,-15.699,0.093,,,,,,,,,,,,
SAMI_original,178578,0,1.626879319766795,0.01125573811028504,7.42503,0.2,-18.545,0.083,,,,,,,,,,,,
SAMI_original,184237,1,1.962213516905911,0.008183286395474165,9.59677,0.2,-21.309,0.026,,,,,,,,,,,,
SAMI_original,184281,0,1.763601271967117,0.03189944240620917,7.84279,0.2,-18.581,0.053,,,,,,,,,,,,
SAMI_original,185252,0,1.684835558030339,0.02248650761460773,8.27001,0.2,-18.236,0.1,,,,,,,,,,,,
SAMI_original,185291,0,1.685976624284331,0.01500114219876536,8.52096,0.2,-19.87,0.06,,,,,,,,,,,,
SAMI_original,198503,0,1.526728688996073,0.01976543719168185,8.31861,0.2,-19.276,0.037,,,,,,,,,,,,
SAMI_original,203114,1,2.421091380182384,0.01765013884852465,11.1162,0.2,-24.715,0.009,,,,,,,,,,,,
SAMI_original,204906,0,1.361344509195701,0.05980198708742164,10.43,0.2,-23.336,0.026,,,,,,,,,,,,
SAMI_original,204983,1,2.332904844027861,0.005021429899761887,10.4389,0.2,-23.969,0.02,,,,,,,,,,,,
SAMI_original,205097,1,2.136881156512733,0.007314180495483239,10.3844,0.2,-23.736,0.025,,,,,,,,,,,,
SAMI_original,209319,0,1.617113300190259,0.01432587395975661,8.17803,0.2,-19.318,0.444,,,,,,,,,,,,
SAMI_original,209414,1,1.869297070637587,0.01124353931385,8.72619,0.2,-20.398,1.0,,,,,,,,,,,,
SAMI_original,209701,1,2.40439789338286,0.005012368103260488,10.7822,0.2,-24.553,0.012,,,,,,,,,,,,
SAMI_original,209708,0,1.55215164646306,0.02626910035724525,8.43897,0.2,-19.424,0.363,,,,,,,,,,,,
SAMI_original,209743,1,2.183081466721132,0.007547437824332199,10.3154,0.2,-23.278,0.045,,,,,,,,,,,,
SAMI_original,210611,0,1.828645814765383,0.02819384581841252,10.2289,0.2,-23.933,0.041,,,,,,,,,,,,
SAMI_original,210660,1,2.070124617323971,0.009806756573743063,10.0079,0.2,-22.279,0.007,,,,,,,,,,,,
SAMI_original,210909,0,1.433921342629702,0.01121557901135713,8.13085,0.2,-19.115,0.184,,,,,,,,,,,,
SAMI_original,215292,1,2.213130212652604,0.005714900429615672,9.8802,0.2,-23.208,0.007,,,,,,,,,,,,
SAMI_original,215335,0,1.41419451500735,0.05248038475932169,9.91468,0.2,-22.932,0.015,,,,,,,,,,,,
SAMI_original,216843,1,1.966186823590811,0.01612951917433921,9.14349,0.2,-20.702,0.171,,,,,,,,,,,,
SAMI_original,218681,1,2.091038337924156,0.007350517141079238,9.64893,0.2,-22.747,0.016,,,,,,,,,,,,
SAMI_original,220170,0,1.816737103205417,0.01932786895113228,8.43015,0.2,-19.517,0.047,,,,,,,,,,,,
SAMI_original,220330,0,1.894577294895253,0.03460448771688925,9.64176,0.2,-21.344,0.036,,,,,,,,,,,,
SAMI_original,220450,0,1.448829104827648,0.01355328488856934,8.14704,0.2,-18.903,0.185,,,,,,,,,,,,
SAMI_original,220578,0,1.817674388471607,0.008281280078788304,8.91477,0.2,-20.863,0.025,,,,,,,,,,,,
SAMI_original,220750,1,1.697121064975321,0.0386154096986184,8.22478,0.2,-19.423,0.155,,,,,,,,,,,,
SAMI_original,227371,0,1.741812821993089,0.006729384326653296,7.83709,0.2,-19.513,0.052,,,,,,,,,,,,
SAMI_original,227407,0,1.736860735649542,0.01024447653106108,8.271,0.2,-18.464,0.063,,,,,,,,,,,,
SAMI_original,227428,0,2.112645720146119,0.008894885403126843,9.67401,0.2,-22.843,0.09,,,,,,,,,,,,
SAMI_original,228066,1,2.255166603997356,0.006939865205663754,10.0096,0.2,-23.354,0.011,,,,,,,,,,,,
SAMI_original,228428,0,1.942445580772554,0.01169657848724674,9.17239,0.2,-22.007,0.026,,,,,,,,,,,,
SAMI_original,228432,0,1.950636693860264,0.01148787291281721,8.91746,0.2,-21.71,0.022,,,,,,,,,,,,
SAMI_original,230719,0,1.5059496502489,0.01787754364281514,8.89648,0.2,-19.333,0.097,,,,,,,,,,,,
SAMI_original,238080,0,1.551886491641301,0.02660388335572455,7.57772,0.2,-18.781,0.082,,,,,,,,,,,,
SAMI_original,238204,0,2.270650475995637,0.01094158395284056,10.8433,0.2,-24.026,0.034,,,,,,,,,,,,
SAMI_original,238216,1,2.114387306258928,0.009089274668623411,10.4245,0.2,-22.92,0.02,,,,,,,,,,,,
SAMI_original,238221,1,2.155927306852129,0.007478625860276349,10.3609,0.2,-23.137,0.016,,,,,,,,,,,,
SAMI_original,238328,0,1.702730404164228,0.01519251639089324,8.56665,0.2,-19.977,0.025,,,,,,,,,,,,
SAMI_original,238360,1,2.102717722936014,0.008960301626967005,10.2137,0.2,-23.034,0.013,,,,,,,,,,,,
SAMI_original,238496,0,2.141913062761418,0.02120028763748314,10.3063,0.2,-22.895,0.013,,,,,,,,,,,,
SAMI_original,239109,1,2.501626726373881,0.005111227409929632,11.3171,0.2,-25.362,0.013,,,,,,,,,,,,
SAMI_original,239172,0,1.466313138019685,0.01860107042374421,7.45364,0.2,-18.471,0.286,,,,,,,,,,,,
SAMI_original,239249,0,1.947510058555363,0.01201302802883251,9.20348,0.2,-21.17,0.014,,,,,,,,,,,,
SAMI_original,239292,1,2.196961299534281,0.006708224726469997,10.0699,0.2,-22.704,0.011,,,,,,,,,,,,
SAMI_original,250277,0,1.763638154388287,0.02018212617041417,9.76496,0.2,-22.955,0.018,,,,,,,,,,,,
SAMI_original,272443,1,2.45720361426451,0.006246634121048223,11.1337,0.2,-25.028,0.016,,,,,,,,,,,,
SAMI_original,272996,0,1.48140465255756,0.0106154364033578,8.57024,0.2,-19.652,0.108,,,,,,,,,,,,
SAMI_original,273952,0,1.570011039849182,0.01097790809423661,9.24668,0.2,-21.955,0.042,,,,,,,,,,,,
SAMI_original,278548,1,1.991674698400812,0.004040022441644676,10.5348,0.2,-23.425,0.109,,,,,,,,,,,,
SAMI_original,278702,0,1.594535767171204,0.04428454399953571,7.99089,0.2,-18.811,0.475,,,,,,,,,,,,
SAMI_original,278703,0,1.785812356797584,0.01989710560109827,9.55518,0.2,-21.295,0.024,,,,,,,,,,,,
SAMI_original,278760,1,2.088777953627605,0.0148300199258967,9.93925,0.2,-22.704,0.179,,,,,,,,,,,,
SAMI_original,278773,0,1.647136958314646,0.1019109320945772,9.62347,0.2,-21.27,0.018,,,,,,,,,,,,
SAMI_original,278787,1,1.824812118452527,0.01829636508552985,9.32713,0.2,-20.641,0.089,,,,,,,,,,,,
SAMI_original,278804,0,1.893449159913717,0.0137341531513357,9.9388,0.2,-22.087,0.034,,,,,,,,,,,,
SAMI_original,278812,1,1.948685348017783,0.005386528523096974,9.23096,0.2,-22.037,0.046,,,,,,,,,,,,
SAMI_original,278846,0,1.798483718366077,0.01576516810902856,9.71627,0.2,-21.342,0.04,,,,,,,,,,,,
SAMI_original,278909,1,1.894948467687432,0.009806095882565351,9.06442,0.2,-21.231,0.046,,,,,,,,,,,,
SAMI_original,279891,0,1.620967059683888,0.01266161307107798,7.89685,0.2,-18.33,0.332,,,,,,,,,,,,
SAMI_original,288364,0,1.571397756294413,0.02203651171303776,9.72296,0.2,-23.022,0.017,,,,,,,,,,,,
SAMI_original,288424,0,1.555199158996445,0.009458037029906724,7.96892,0.2,-18.337,0.17,,,,,,,,,,,,
SAMI_original,288461,0,1.751129102177841,0.006654097057956995,7.74634,0.2,-18.43,0.035,,,,,,,,,,,,
SAMI_original,289116,0,1.750338454380391,0.007916038391622198,8.39327,0.2,-19.508,0.092,,,,,,,,,,,,
SAMI_original,289217,1,1.816518609825136,0.01045497897799105,8.17937,0.2,-18.986,0.147,,,,,,,,,,,,
SAMI_original,289279,0,1.517757820931419,0.04216843221430206,8.05113,0.2,-18.153,0.38,,,,,,,,,,,,
SAMI_original,289429,0,1.891963882786933,0.007861911946766888,8.6209,0.2,-20.361,0.047,,,,,,,,,,,,
SAMI_original,296713,0,1.632925683989586,0.0149897053821151,8.41348,0.2,-18.427,0.075,,,,,,,,,,,,
SAMI_original,296829,1,2.103353706809157,0.00846137984033317,9.85384,0.2,-23.04,0.034,,,,,,,,,,,,
SAMI_original,296848,0,1.575835240728281,0.01743721356198025,7.53165,0.2,-16.73,0.113,,,,,,,,,,,,
SAMI_original,301346,0,2.195074319548952,0.004697103305445526,9.74887,0.2,-23.543,0.016,,,,,,,,,,,,
SAMI_original,301382,0,1.965018863154335,0.0094159542717332,9.94783,0.2,-23.547,0.051,,,,,,,,,,,,
SAMI_original,301799,1,2.049431935483174,0.02089580868133887,9.84954,0.2,-22.351,0.02,,,,,,,,,,,,
SAMI_original,302846,1,2.115354204988177,0.00637811434056426,9.64693,0.2,-22.139,0.015,,,,,,,,,,,,
SAMI_original,318936,0,1.792567101823855,0.01417610541810951,8.54159,0.2,-20.327,0.044,,,,,,,,,,,,
SAMI_original,319018,0,1.980395054171337,0.01774547378347139,9.40653,0.2,-22.122,0.185,,,,,,,,,,,,
SAMI_original,319057,1,2.12211278102161,0.00932476633408709,9.85047,0.2,-23.395,0.014,,,,,,,,,,,,
SAMI_original,319139,0,1.745138262355572,0.009990318583246859,8.36064,0.2,-19.557,0.061,,,,,,,,,,,,
SAMI_original,319197,0,2.206217282852782,0.01113999549403307,10.5578,0.2,-23.444,0.01,,,,,,,,,,,,
SAMI_original,319385,0,1.813161263025508,0.02688894973148196,9.91717,0.2,-23.068,0.012,,,,,,,,,,,,
SAMI_original,323854,0,2.293829034561672,0.01319111971257558,10.7222,0.2,-24.465,0.011,,,,,,,,,,,,
SAMI_original,324323,1,2.014607900669017,0.006241153272062708,9.46079,0.2,-22.193,0.686,,,,,,,,,,,,
SAMI_original,324351,1,2.165966689944658,0.006921058930573231,10.5774,0.2,-23.551,0.009,,,,,,,,,,,,
SAMI_original,325378,0,2.287759610853823,0.01294884709892617,10.7816,0.2,-25.229,0.011,,,,,,,,,,,,
SAMI_original,325533,1,2.17318339002127,0.004850497384485475,10.3521,0.2,-23.126,0.272,,,,,,,,,,,,
SAMI_original,325536,1,2.262003616020217,0.01211825741946594,10.0927,0.2,-23.844,0.07,,,,,,,,,,,,
SAMI_original,345682,0,1.774105477325283,0.0144765178482885,9.24614,0.2,-21.036,0.046,,,,,,,,,,,,
SAMI_original,345754,0,2.144219222269605,0.0108416045876804,9.87184,0.2,-23.304,0.03,,,,,,,,,,,,
SAMI_original,346793,1,2.198801180307163,0.008938304278259169,10.1926,0.2,-23.753,0.057,,,,,,,,,,,,
SAMI_original,347470,0,2.178256966702825,0.01007762688992214,10.4762,0.2,-23.907,0.008,,,,,,,,,,,,
SAMI_original,348118,1,2.390389275702208,0.004792255564709498,11.1971,0.2,-25.479,0.011,,,,,,,,,,,,
SAMI_original,371714,0,2.342256917993102,0.01774423749334731,10.5481,0.2,-24.244,0.151,,,,,,,,,,,,
SAMI_original,371750,0,1.784545385838499,0.004724266587849298,8.9734,0.2,-20.999,0.066,,,,,,,,,,,,
SAMI_original,371789,0,2.043882090263624,0.02622956770449839,10.0841,0.2,-22.451,0.008,,,,,,,,,,,,
SAMI_original,371889,0,2.344238774054608,0.02066354146784652,11.1245,0.2,-24.752,0.01,,,,,,,,,,,,
SAMI_original,371959,0,1.839613266609153,0.01621524026356388,9.38231,0.2,-21.047,0.03,,,,,,,,,,,,
SAMI_original,373202,1,1.934783071593431,0.01392025719642534,9.47598,0.2,-20.59,0.166,,,,,,,,,,,,
SAMI_original,373284,1,2.106015412594739,0.006126630304239968,10.1512,0.2,-22.845,0.015,,,,,,,,,,,,
SAMI_original,375402,0,1.525487835259032,0.02813844852676215,8.14712,0.2,-19.456,0.043,,,,,,,,,,,,
SAMI_original,375531,0,1.85316944169495,0.01163895175706109,9.10717,0.2,-22.049,0.027,,,,,,,,,,,,
SAMI_original,376121,1,2.384840588973262,0.005292173764704604,11.0322,0.2,-25.097,0.01,,,,,,,,,,,,
SAMI_original,376185,0,1.736548251597438,0.01011585252733307,8.91114,0.2,-20.663,0.036,,,,,,,,,,,,
SAMI_original,376293,1,2.286508844486137,0.009252277171455443,10.48,0.2,-24.498,0.012,,,,,,,,,,,,
SAMI_original,376340,1,2.17169457217087,0.00660783432381805,10.44,0.2,-23.395,0.161,,,,,,,,,,,,
SAMI_original,376478,1,2.148963059000786,0.009537122667908782,9.99155,0.2,-23.637,0.386,,,,,,,,,,,,
